"collaborator","title","abstract"
" Simmons Comprehensive Cancer Center","Decrease in incidence of young-onset colorectal cancer before recent increase.","The increasing incidence of colorectal cancer (CRC) in younger adults (age <years) has been widely reported. Using data from the Surveillance, Epidemiology,and End Results Program, we young-onset CRC incidence rates decreased from through about . Decreases were more prominent in the colon, a contrast withmore recent increases in rectal cancer. Incidence rates subsequently increased,differing by time period and -year age group. This inflection point isconsistent with a birth cohort effect and points to early life exposures -accumulated throughout the life course - that may increase cancer risk. Studyingearly life exposures among persons born after  may advance our understandingof CRC in younger adults."
" Center for Gastrointestinal Biology and Disease","Decrease in incidence of young-onset colorectal cancer before recent increase.","The increasing incidence of colorectal cancer (CRC) in younger adults (age <years) has been widely reported. Using data from the Surveillance, Epidemiology,and End Results Program, we young-onset CRC incidence rates decreased from through about . Decreases were more prominent in the colon, a contrast withmore recent increases in rectal cancer. Incidence rates subsequently increased,differing by time period and -year age group. This inflection point isconsistent with a birth cohort effect and points to early life exposures -accumulated throughout the life course - that may increase cancer risk. Studyingearly life exposures among persons born after  may advance our understandingof CRC in younger adults."
"Mayo Clinic","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"University Hospitals","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
" Case Western Reserve University","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"Albert Einstein Cancer Center","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"Medical University of South Carolina","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"Ohio State University","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"MD Anderson Cancer Center","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"Alliance Statistics And Data Center","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
" Mayo Clinic","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"University of Chicago","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"Moores UC San Diego Comprehensive Cancer Center","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
"Memorial Sloan Kettering Cancer Center","The comparative effectiveness of decision aids in diverse populations with earlystage prostate cancer: a study protocol for a cluster-randomized controlled trialin the NCI Community Oncology Research Program (NCORP), Alliance ACD.","BACKGROUND: Treatments for localized prostate cancer present challengingtradeoffs in the face of uncertain treatment benefits. These options are bestweighed in a process of shared decision-making with the patient's healthcareteam. Minority men experience disparities in prostate cancer outcomes, possiblydue in part to a lack of optimal communication during treatment selection.Decision aids facilitate shared decision-making, improve knowledge of treatmentoptions, may increase satisfaction with treatment choice, and likely facilitatelong-term quality of life.METHODS/DESIGN: This study will compare the effect of two evidence-based decisionaids on patient knowledge and on quality of life measured one year aftertreatment, oversampling minority men. One decision aid will be administered priorto specialist consultation, preparing patients for a treatment discussion. Theother decision aid will be administered within the consultation to facilitatetransparent, preference-sensitive, and evidence-informed deliberations. The studywill utilize a four-arm, block-randomized design to test whether each decisionaid alone (Arms  and ) or in combination (Arm ) can improve patient knowledgeand quality of life compared to usual care (Arm ). The study, funded by theNational Cancer Institute's Community Oncology Research Program (NCORP), will bedeployed within select institutions that have demonstrated capacity to recruitminority populations into urologic oncology trials.DISCUSSION: Upon completion of the trial, we will have ) tested theeffectiveness of two evidence-based decision aids in enhancing patients'knowledge of options for prostate cancer therapy and ) estimated whetherdecision aids may improve patient quality of life one year after initialtreatment choice.TRIAL REGISTRATION: Clinicaltrials.gov: NCT . The trial registration date(on ClinicalTrials.gov) was April , ."
" Brigham and Women's Hospital and Harvard Medical School","Lifestyle Factors, Colorectal Tumor Methylation, and Survival Among AfricanAmericans and European Americans.","Differences in tumor characteristics might partially account for mortalitydisparities between African American (AA) and European American (EA) colorectalcancer patients. We evaluated effect modification by race for exposure andpatient-outcomes associations with colorectal tumor methylation among  AA and EA colorectal cancer cases from the population-based North Carolina ColonCancer Study. Tumor methylation was assessed in CACNAG, MLH, NEUROG, RUNX,and SOCS. We used logistic regression to assess whether associations betweenseveral lifestyle factors-intake of fruits, vegetables, folate, and non-steroidalanti-inflammatory drugs-and tumor methylation were modified by race. Proportionalhazards models were used to evaluate whether race modified associations betweentumor methylation and time to all-cause mortality. Greater fruit consumption wasassociated with greater odds of high NEUROG methylation among EA at methylationcut points of -% (maximum OR ., % CI ., .) but not among AA.Higher folate intake was associated with lower odds of high CACNAG methylationamong EAs but not AAs. Tumor methylation was not associated with all-causemortality for either group. Race might modify associations between lifestylefactors and colorectal tumor methylation, but in this sample did not appear tomodify associations between tumor methylation and all-cause mortality."
" Chan School of Public Health","Lifestyle Factors, Colorectal Tumor Methylation, and Survival Among AfricanAmericans and European Americans.","Differences in tumor characteristics might partially account for mortalitydisparities between African American (AA) and European American (EA) colorectalcancer patients. We evaluated effect modification by race for exposure andpatient-outcomes associations with colorectal tumor methylation among  AA and EA colorectal cancer cases from the population-based North Carolina ColonCancer Study. Tumor methylation was assessed in CACNAG, MLH, NEUROG, RUNX,and SOCS. We used logistic regression to assess whether associations betweenseveral lifestyle factors-intake of fruits, vegetables, folate, and non-steroidalanti-inflammatory drugs-and tumor methylation were modified by race. Proportionalhazards models were used to evaluate whether race modified associations betweentumor methylation and time to all-cause mortality. Greater fruit consumption wasassociated with greater odds of high NEUROG methylation among EA at methylationcut points of -% (maximum OR ., % CI ., .) but not among AA.Higher folate intake was associated with lower odds of high CACNAG methylationamong EAs but not AAs. Tumor methylation was not associated with all-causemortality for either group. Race might modify associations between lifestylefactors and colorectal tumor methylation, but in this sample did not appear tomodify associations between tumor methylation and all-cause mortality."
" Baylor University Medical Center","Lifestyle Factors, Colorectal Tumor Methylation, and Survival Among AfricanAmericans and European Americans.","Differences in tumor characteristics might partially account for mortalitydisparities between African American (AA) and European American (EA) colorectalcancer patients. We evaluated effect modification by race for exposure andpatient-outcomes associations with colorectal tumor methylation among  AA and EA colorectal cancer cases from the population-based North Carolina ColonCancer Study. Tumor methylation was assessed in CACNAG, MLH, NEUROG, RUNX,and SOCS. We used logistic regression to assess whether associations betweenseveral lifestyle factors-intake of fruits, vegetables, folate, and non-steroidalanti-inflammatory drugs-and tumor methylation were modified by race. Proportionalhazards models were used to evaluate whether race modified associations betweentumor methylation and time to all-cause mortality. Greater fruit consumption wasassociated with greater odds of high NEUROG methylation among EA at methylationcut points of -% (maximum OR ., % CI ., .) but not among AA.Higher folate intake was associated with lower odds of high CACNAG methylationamong EAs but not AAs. Tumor methylation was not associated with all-causemortality for either group. Race might modify associations between lifestylefactors and colorectal tumor methylation, but in this sample did not appear tomodify associations between tumor methylation and all-cause mortality."
" Purdue University School of Pharmacy and the Purdue Center for Cancer Research","Characterization and structure-activity relationships ofindenoisoquinoline-derived topoisomerase I inhibitors in unsilencing the dormantUbea gene associated with Angelman syndrome.","Background: Angelman syndrome (AS) is a severe neurodevelopmental disorderlacking effective therapies. AS is caused by mutations in ubiquitin proteinligase EA (UBEA), which is genomically imprinted such that only the maternallyinherited copy is expressed in neurons. We previously demonstrated thattopoisomerase I (Top) inhibitors could successfully reactivate the dormantpaternal allele of Ubea in neurons of a mouse model of AS. We also previouslyshowed that one such Top inhibitor, topotecan, could unsilence paternal UBEA ininduced pluripotent stem cell-derived neurons from individuals with AS. Althoughtopotecan has been well-studied and is FDA-approved for cancer therapy, itslimited CNS bioavailability will likely restrict the therapeutic use of topotecanin AS. The goal of this study was to identify additional Top inhibitors withsimilar efficacy as topotecan, with the expectation that these could be tested inthe future for safety and CNS bioavailability to assess their potential as AStherapeutics.Methods: We tested  indenoisoquinoline-derived Top inhibitors to identifycompounds that unsilence the paternal allele of Ubea in mouse neurons. Primarycortical neurons were isolated from embryonic day . (E.) mice with aUbea-YFP fluorescent tag on the paternal allele (Ubeam+/pYFP mice) or mice thatlack the maternal Ubea allele and hence model AS (Ubeam-/p+ mice). Neurons werecultured for  days, treated with drug for  h, and examined for paternal UBEAprotein expression by Western blot or fluorescence immunostaining. Dose responsesof the compounds were determined across a log range of drug treatments, andcytotoxicity was tested using a luciferase-based assay.Results: All  indenoisoquinoline-derived Top inhibitors unsilenced paternalUbea. Several compounds exhibited favorable paternal Ubea unsilencingproperties, similar to topotecan, and of these, indotecan (LMP) was the mosteffective based on estimated Emax (maximum response of unsilencing paternalUbea) and EC (half maximal effective concentration).Conclusions: We provide pharmacological profiles of indenoisoquinoline-derivedTop inhibitors as paternal Ubea unsilencers. All  tested compounds wereeffective at unsilencing paternal Ubea, although with variable efficacy andpotency. Indotecan (LMP) demonstrated a better pharmacological profile ofUbea unsilencing compared to our previous lead compound, topotecan. Takentogether, indotecan and its structural analogues are potential AS therapeuticswhose translational potential in AS treatment should be further assessed."
" National Cancer Institute","Characterization and structure-activity relationships ofindenoisoquinoline-derived topoisomerase I inhibitors in unsilencing the dormantUbea gene associated with Angelman syndrome.","Background: Angelman syndrome (AS) is a severe neurodevelopmental disorderlacking effective therapies. AS is caused by mutations in ubiquitin proteinligase EA (UBEA), which is genomically imprinted such that only the maternallyinherited copy is expressed in neurons. We previously demonstrated thattopoisomerase I (Top) inhibitors could successfully reactivate the dormantpaternal allele of Ubea in neurons of a mouse model of AS. We also previouslyshowed that one such Top inhibitor, topotecan, could unsilence paternal UBEA ininduced pluripotent stem cell-derived neurons from individuals with AS. Althoughtopotecan has been well-studied and is FDA-approved for cancer therapy, itslimited CNS bioavailability will likely restrict the therapeutic use of topotecanin AS. The goal of this study was to identify additional Top inhibitors withsimilar efficacy as topotecan, with the expectation that these could be tested inthe future for safety and CNS bioavailability to assess their potential as AStherapeutics.Methods: We tested  indenoisoquinoline-derived Top inhibitors to identifycompounds that unsilence the paternal allele of Ubea in mouse neurons. Primarycortical neurons were isolated from embryonic day . (E.) mice with aUbea-YFP fluorescent tag on the paternal allele (Ubeam+/pYFP mice) or mice thatlack the maternal Ubea allele and hence model AS (Ubeam-/p+ mice). Neurons werecultured for  days, treated with drug for  h, and examined for paternal UBEAprotein expression by Western blot or fluorescence immunostaining. Dose responsesof the compounds were determined across a log range of drug treatments, andcytotoxicity was tested using a luciferase-based assay.Results: All  indenoisoquinoline-derived Top inhibitors unsilenced paternalUbea. Several compounds exhibited favorable paternal Ubea unsilencingproperties, similar to topotecan, and of these, indotecan (LMP) was the mosteffective based on estimated Emax (maximum response of unsilencing paternalUbea) and EC (half maximal effective concentration).Conclusions: We provide pharmacological profiles of indenoisoquinoline-derivedTop inhibitors as paternal Ubea unsilencers. All  tested compounds wereeffective at unsilencing paternal Ubea, although with variable efficacy andpotency. Indotecan (LMP) demonstrated a better pharmacological profile ofUbea unsilencing compared to our previous lead compound, topotecan. Takentogether, indotecan and its structural analogues are potential AS therapeuticswhose translational potential in AS treatment should be further assessed."
"Ohio State University Comprehensive Cancer Center","Multicenter, randomized, double-blind phase  trial of FOLFIRI with regorafenibor placebo as second-line therapy for metastatic colorectal cancer.","BACKGROUND: Regorafenib, a multikinase inhibitor that inhibits angiogenesis,growth, and proliferation, prolongs survival as monotherapy in patients withrefractory colorectal cancer. This international, double-blind,placebo-controlled, multicenter trial assessed the efficacy of regorafenib withfolinic acid, fluorouracil, and irinotecan (FOLFIRI) as a second-line treatmentfor metastatic colorectal cancer.METHODS: Patients with metastatic colorectal cancer who progressed on first-lineoxaliplatin and fluoropyrimidine enrolled at  sites in the United States andIreland. Patients, stratified by prior bevacizumab use, were randomized : toregorafenib or placebo. The treatment consisted of FOLFIRI on days  and  anddays  and  with  mg of regorafenib or placebo on days  to  and days to  of every -day cycle. Crossover was not allowed. The primary endpoint wasprogression-free survival (PFS). Under the assumption of a % event rate, patients were required for  events to achieve % power to detect a hazardratio (HR) of . with a -sided α value of ..RESULTS: One hundred eighty-one patients were randomized ( toregorafenib-FOLFIRI and  to placebo-FOLFIRI) with a median age of  years.Among these,  (%) received prior bevacizumab or aflibercept. PFS was longerwith regorafenib-FOLFIRI than placebo-FOLFIRI (median, . vs . months; HR,.; % confidence interval [CI], .-.; log-rank P = .). The medianoverall survival was not longer (HR, .; % CI, .-.). The response ratewas higher with regorafenib-FOLFIRI (%; % CI, %-%) than placebo-FOLFIRI(%; % CI, %-%; P = .). Grade / adverse events with a >% absoluteincrease from regorafenib included diarrhea, neutropenia, febrile neutropenia,hypophosphatemia, and hypertension.CONCLUSIONS: The addition of regorafenib to FOLFIRI as second-line therapy formetastatic colorectal cancer only modestly prolonged PFS over FOLFIRI alone.Cancer . ©  American Cancer Society."
